,index,TP_FUNDO,DENOM_SOCIAL,DT_REG,SIT,CLASSE,RENTAB_FUNDO,CONDOM,FUNDO_COTAS,FUNDO_EXCLUSIVO,PUBLICO_ALVO,TAXA_PERFM,INF_TAXA_PERFM,TAXA_ADM,INF_TAXA_ADM,ADMIN,GESTOR,RETORNO,VOLATILIDADE,SHARPE,SORTINO,INFORMATION_RATIO,CALMAR_RATIO,PAIN_INDEX,PAIN_RATIO
10,02.661.317/0001-02,FAPI,FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL CAPITAL PRESERVATION IB,1998-08-11,EM FUNCIONAMENTO NORMAL,,,,,,,,,,,ITAU UNIBANCO S.A.,,0.028665538596222815,0.00407528127746036,7.034002476041763,-4221.3730456244,3038.9756685238162,3.925227947032316,-0.0019520876944847203,555.151768785652
11,02.661.339/0001-64,FAPI,FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL CONSERVATIVE IB,1998-08-12,EM FUNCIONAMENTO NORMAL,,,,,,,,,,,ITAU UNIBANCO S.A.,,0.024247533109680787,0.031685893040072056,0.7652469532424341,-545.1453168453766,1042.5387098705296,0.4413543384896144,-0.007352899077777852,147.9855673788584
12,03.564.825/0001-27,FAPI,SICREDI FAPI COMPOSTO - FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL,1999-12-29,EM FUNCIONAMENTO NORMAL,,,,,,,,,,,BANCO COOPERATIVO SICREDI S.A.,,0.032374515723622196,0.06664096212499036,0.4858050467954116,-257.26525855476257,494.13736713075986,0.27951958344583655,-0.019987584357914166,54.03334089558802
13,04.785.314/0001-06,FAPI,FAPI BANRISUL CONSERVADOR,2001-12-11,EM FUNCIONAMENTO NORMAL,,,,,,,,,,,BANRISUL S.A. CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO,,0.035380936414302434,0.001942008178482985,18.218737081705047,-8803.608085664766,3536.3114456509766,inf,0.0,-inf
14,10.546.592/0001-03,FAPI,SICREDI FAPI RENDA FIXA FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL,2008-12-31,EM FUNCIONAMENTO NORMAL,,,,,,,,,,,BANCO COOPERATIVO SICREDI S.A.,,0.044701927666561315,0.005315299883774847,8.410048095878022,-3188.6653856163384,2440.9761068628927,4.007692074880805,-0.0009087322743723153,1174.898897571373
15,00.068.305/0001-35,FI,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EMPREENDER RENDA FIXA LONGO PRAZO,2004-12-22,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,,Aberto,S,N,Público Geral,0.0,,1.5,,CAIXA ECONOMICA FEDERAL,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0350924278058102,0.003540642860247525,9.911315315026409,-4829.986957085923,3120.472305008673,8.804528843685596,-0.0002743083834665866,3927.2516340702123
16,00.071.477/0001-68,FI,BB RENDA FIXA AUTOMÁTICO EMPRESA SIMPLES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2005-03-29,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,Taxa Selic,Aberto,S,N,Público Geral,0.0,,1.75,,BB GESTAO DE RECURSOS DTVM S.A,BB GESTAO DE RECURSOS DTVM S.A,0.02712992749521899,0.0020099421338059145,13.497864957856905,-8571.221687805608,3438.1093016313594,379.7815369459769,-2.744751289228473e-07,3953875.7182766614
17,00.073.041/0001-08,FI,BB BESC RENDA FIXA PRÁTICO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,2005-07-28,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,1.0,,BB GESTAO DE RECURSOS DTVM S.A,BB GESTAO DE RECURSOS DTVM S.A,0.03814283745082537,0.002020831588696183,18.8748224563506,-8438.52361482123,3620.222410611474,52.20117330812403,-9.99888777685996e-06,107434.71289370194
18,00.089.915/0001-15,FI,AMARIL FRANKLIN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,2005-07-08,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,OUTROS,Aberto,S,N,Público Geral,0.0,,1.5,,MERCANTIL DO BRASIL CORRETORA S/A CTVM,MERCANTIL DO BRASIL CORRETORA S/A CTVM,0.036755050011623894,0.006133938520855451,5.9920799477621705,-2783.6707960725744,3110.160011660729,9.65492792901283,-0.00028105500433654756,3827.0637718818493
19,00.180.995/0001-10,FI,SAFRA EXECUTIVE MAX RF FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2005-02-15,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,1.0,,SAFRA SERVIÇOS DE ADMINISTRAÇÃO FIDUCIÁRIA LTDA.,SAFRA ASSET MANAGEMENT LTDA.,0.03644997131463662,0.008794909314063569,4.144439699491956,-1941.9993873357705,2938.7655336755306,3.71367348184607,-0.000983641989818543,1093.8131096843115
20,00.185.259/0001-54,FI,OPPORTUNITY LOGICA II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,2005-02-01,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Não se aplica,Aberto,S,N,Qualificado,0.0,,3.0,,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,OPPORTUNITY HDF ADMINISTRADORA DE RECURSOS LTDA.,0.0008936554406788125,0.3220315044725466,0.002775055944114925,-54.790128514057216,103.89556187997026,0.0018481192697651966,-0.13533870992283042,8.212556630746677
21,00.194.256/0001-87,FI,BB EXTRAMERCADO FAE FUNDO DE INVESTIMENTO EM RENDA FIXA,2005-04-01,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,OUTROS,Aberto,N,N,Público Geral,0.0,,0.1,,BB GESTAO DE RECURSOS DTVM S.A,BB GESTAO DE RECURSOS DTVM S.A,0.04236258463918063,0.006796713479652663,6.232804246640908,-2499.126779980399,2756.64338869918,4.3164960013320535,-0.0004129454161589564,2591.1605953341273
22,00.211.294/0001-09,FI,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO EUCALIPTO,2005-03-08,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Qualificado,0.0,,0.0,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.04560587922389116,0.0028501102993038893,16.001443605543944,-5941.651792069865,3216.691713935062,10.49109423597843,-6.620099511320235e-05,16114.026593800956
23,00.222.725/0001-24,FI,SANTANDER RENDA FIXA CRESCIMENTO CENTRUM FIC FI,2005-01-13,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,1.8,,BANCO SANTANDER (BRASIL) S.A.,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,0.03421429259907105,0.007320040959842131,4.674057534209336,-2338.1288291740916,2948.973774592353,4.111427383172661,-0.0007667803195200389,1406.0822310748858
24,00.222.816/0001-60,FI,SAFRA EXECUTIVE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,2005-02-15,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,0.5,,SAFRA SERVIÇOS DE ADMINISTRAÇÃO FIDUCIÁRIA LTDA.,SAFRA ASSET MANAGEMENT LTDA.,0.04102607967955562,0.00961771231648883,4.265679647042421,-1768.3066899590515,2877.918105573988,3.759230524997971,-0.000951770734140514,1125.6328408774104
25,00.280.302/0001-60,FI,BRADESCO H FICFI RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO TIPO,2005-04-07,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,0.5,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.04409724467993706,0.006703917469031166,6.577832272495128,-2529.612256823026,2798.632192772465,6.852165419327067,-0.00033023007425097124,3234.9362266814865
26,00.306.278/0001-91,FI,BRADESCO FIC DE FI RENDA FIXA REFERENCIADO DI,2005-04-07,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,0.65,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.04212115463502339,0.002696629512665421,15.619926444174272,-6300.339433191493,3050.9897726354884,11.210774475534029,-0.00018872879995885728,5670.832011926167
27,00.322.699/0001-06,FI,BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO LONGO PRAZO EXECUTIVO,2005-04-06,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,0.3,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.05028918168519608,0.003629667011555553,13.855040014715794,-4645.0591175490335,2774.0764004494667,7.448465296047793,-0.0003838173738926779,2767.1527282813977
28,00.346.750/0001-10,FI,NECTON FUNDO DE INVESTIMENTO MULTIMERCADO,2005-04-07,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,Não se aplica,Aberto,N,N,Público Geral,20.0,O fundo cobrara 20.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Janeiro e Julho,0.5,,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,BTG PACTUAL WM GESTÃO DE RECURSOS LTDA,0.03609930015435344,0.033362603088424495,1.082028883018378,-512.1085781704323,972.8637661592119,0.616309329737751,-0.009412036570978864,114.35050923817586
29,00.360.293/0001-18,FI,BB RENDA FIXA DIVIDA EXTERNA MIL FUNDO INVESTIMENTO,2005-04-01,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,OUTROS,Aberto,N,N,Público Geral,0.0,,1.0,,BB GESTAO DE RECURSOS DTVM S.A,BB GESTAO DE RECURSOS DTVM S.A,0.0806080015552424,0.16016672647103972,0.5032755762153721,-102.26044985771705,218.11569773642066,0.3718743061693921,-0.06088362158476366,16.946470111381824
30,00.398.561/0001-90,FI,PORTO SEGURO AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2005-03-24,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Ibovespa,Aberto,S,N,Público Geral,20.0,,2.0,,INTRAG DTVM LTDA.,PORTO SEGURO INVESTIMENTOS LTDA,-0.01104377080004344,0.3420110296827229,-0.03229068609362843,-52.143488760969845,104.16960119613233,-0.0224454936005561,-0.16538497458602167,6.792722547052442
31,00.400.490/0001-13,FI,PORTO SEGURO MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,2005-03-24,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,S,N,Público Geral,20.0,,1.5,,INTRAG DTVM LTDA.,PORTO SEGURO INVESTIMENTOS LTDA,0.06516343185513791,0.05458845677730225,1.1937218178007316,-304.5313501384031,602.2753712925573,1.0276323896138253,-0.012632885982049912,82.89531344199268
32,00.463.569/0001-93,FI,BRADESCO PRIVATE FUNDO DE INVESTIMENTO EM AÇÕES IBOVESPA ALAVANCADO,2005-03-15,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Ibovespa,Aberto,N,N,Público Geral,0.0,,2.0,,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,-0.03495419961713726,0.30988657250074,-0.11279675442230978,-58.77381012593227,109.58479824591429,-0.07342440023625046,-0.1941238034966159,5.9102730008649305
33,00.524.617/0001-06,FI,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2005-03-22,EM FUNCIONAMENTO NORMAL,Fundo Cambial,Dólar comercial,Aberto,S,N,Público Geral,0.0,,2.0,,ITAU UNIBANCO S.A.,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,0.08405669281775366,0.17801794104029398,0.47218101909586524,-91.69848347418007,190.55571535714284,0.38132327820443623,-0.08710694989135058,11.80518642288582
34,00.539.553/0001-17,FI,SELEÇÃO GUIDE CASH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉD PRIVA,2005-02-11,EM FUNCIONAMENTO NORMAL,Fundo Multimercado,DI de um dia,Aberto,S,N,Público Geral,0.0,,1.5,,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,GUIDE GESTÃO DE RECURSOS LTDA,0.05636566044730995,0.004830886206128108,11.667768198681353,-3470.078991825339,2277.1323582766763,2.756085259405453,-0.0015778683800609264,669.2603945368595
35,00.575.922/0001-27,FI,ALFA AÇÕES PREMIUM - FUNDO DE INVESTIMENTO EM AÇÕES,2004-12-09,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Ibovespa,Aberto,N,N,Público Geral,0.0,,2.0,,BANCO ALFA DE INVESTIMENTO S.A.,BANCO ALFA DE INVESTIMENTO S.A.,-0.12501711209803087,0.4071478089805269,-0.3070558390356221,-48.245179151440894,88.6099449764232,-0.22185217657905362,-0.21891485393489185,5.652369242519136
36,00.598.452/0001-17,FI,MB MASTER REFERENCIADO DI LONGO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO,2005-04-15,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,0.3,,MERCANTIL DO BRASIL CORRETORA S/A CTVM,MERCANTIL DO BRASIL CORRETORA S/A CTVM,0.049931166144315905,0.006383586010687092,7.821805182968249,-2642.0418144248897,3134.2524370854408,13.554178688722498,-6.652969635889279e-05,15969.399636795317
37,00.601.692/0001-23,FI,FAMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,2005-03-18,EM FUNCIONAMENTO NORMAL,Fundo de Ações,Não se aplica,Aberto,S,N,Público Geral,20.0,"O FUNDO, com base em seu resultado, remunera a GESTORA mediante o pagamento do equivalente a 20% (vinte por cento) da valorização da cota do FUNDO que, em cada ano civil, exceder 100% (cem por cento) do Ibovespa Fechamento (taxa de performance).",2.0,,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,FAMA INVESTIMENTOS LTDA,-0.08591060275107643,0.37120365531516325,-0.23143792233978866,-51.24443717822932,95.26635649970187,-0.1739162627340148,-0.1536004177942379,7.801287880417142
38,00.743.026/0001-20,FI,BANRISUL VIP FUNDO DE INVESTIMENTO RENDA FIXA DE LONGO PRAZO,2005-04-15,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,1.6,,BANRISUL S.A. CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO,BANRISUL S.A. CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO,0.02782184726030467,0.004340299770328788,6.410121128153574,-3966.7019869122014,2892.4542168342473,2.319739617618666,-0.0016338332411283583,663.8061954259207
39,00.756.851/0001-69,FI,BB RENDA FIXA REFERENCIADO DI ÁGIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2005-03-29,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,1.75,,BB GESTAO DE RECURSOS DTVM S.A,BB GESTAO DE RECURSOS DTVM S.A,0.02931475150315288,0.002266652139837593,12.9330614909676,-7585.185349103814,3468.432116415248,12.305621918508178,-6.323912232136522e-05,17126.356023841585
40,00.777.815/0001-81,FI,BRADESCO H FICFI RENDA FIXA REFERENCIADO DI LONGO PRAZO FUNCIONÁRIO,2005-04-07,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,0.5,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.042155688023330945,0.0023397627476703445,18.01707804148285,-7261.049468252843,3375.9683748107905,27.30574906400155,-2.5330494355664396e-05,42250.055287668285
41,00.785.365/0001-79,FI,ITAÚ MONEY MARKET RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2005-03-21,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,1.75,,ITAU UNIBANCO S.A.,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,0.028703986188456276,0.002575872376468023,11.143403862195425,-6678.386848105996,3276.0260693242067,17.066836542889803,-0.00010671756969661118,10154.52743073549
42,00.793.947/0001-05,FI,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA VÊNUS,2005-03-23,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,OUTROS,Aberto,S,N,Público Geral,0.0,,1.5,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.0323729200844272,0.005882893168501881,5.502891036294509,-2914.2854018164476,3070.522627930065,5.693204474850083,-0.00033363509133612913,3237.0622364828614
43,00.807.777/0001-62,FI,DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,2005-05-23,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,0.25,,BANCO DAYCOVAL S.A.,DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA,0.04627195736356148,0.002560965320465615,18.0681702301024,-6608.363326728279,3216.4141619014404,14.855859290272397,-0.00011937412751311872,8930.733483546506
44,00.809.773/0001-13,FI,BRADESCO H FICFI RENDA FIXA CURTO PRAZO OVER,2005-04-06,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,Taxa Selic,Aberto,S,N,Público Geral,0.0,,1.5,,BANCO BRADESCO S.A.,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,0.025980409337412712,0.0017516435292038827,14.832018561002956,-9845.55781814146,3945.8294911584703,13802.813916724928,-3.116315484912872e-09,348613633.9328565
45,00.812.433/0001-41,FI,BNB AUTOMÁTICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO,2005-03-29,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,1.7,,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,BANCO DO NORDESTE DO BRASIL SA,0.02620465666470946,0.001846402103114991,14.19228055497805,-9338.349321905627,3721.1531667519575,791.9797925352351,-2.824007434339257e-07,3846186.115312213
46,00.813.340/0001-31,FI,SANTANDER FIC FI EXTRA RENDA FIXA REFERENCIADO DI,2005-01-13,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,1.75,,BANCO SANTANDER (BRASIL) S.A.,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,0.02868482992136301,0.0030240242276636142,9.485648183290232,-5688.769336020633,2995.706260257469,4.293558157494349,-0.001305502784726656,830.0906422958401
47,00.813.342/0001-20,FI,SANTANDER RF REFERENCIADO DI MAIS 2 FIC FI,2005-01-13,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,0.95,,BANCO SANTANDER (BRASIL) S.A.,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,0.04201855701893486,0.0055631497712115945,7.553015602127798,-3054.260740910639,2902.2325903919073,5.219734211446168,-0.0005512445287791484,1941.7007554990425
48,00.817.201/0001-86,FI,ITAÚ RENDA FIXA PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2005-03-15,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,2.75,,ITAU UNIBANCO S.A.,ITAU UNIBANCO S.A.,0.028380503531455242,0.0025883991170032126,10.964500545925668,-6648.05022391971,3246.7244135794917,16.81299786211425,-0.00012828572056089064,8449.810054799913
49,00.817.677/0001-17,FI,WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,2005-03-17,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,0.45,,BANCO BNP PARIBAS BRASIL S/A,WESTERN ASSET MANAGEMENT COMPANY DTVM LIMITADA,0.05475556508163989,0.01217316413684352,4.498055268631078,-1379.1908183113774,1335.9004658246577,1.5132910791370355,-0.00588583842449059,179.68806373138182
50,00.819.855/0001-49,FI,WESTERN ASSET CÂMBIO DOLAR SILVER FICFI CAMBIAL,2005-03-15,EM FUNCIONAMENTO NORMAL,Fundo Cambial,Dólar comercial,Aberto,S,N,Público Geral,0.0,,3.0,,WESTERN ASSET MANAGEMENT COMPANY DTVM LIMITADA,WESTERN ASSET MANAGEMENT COMPANY DTVM LIMITADA,0.04919043257463472,0.17444846791556765,0.2819768677959539,-96.74753896526333,196.752341536056,0.18909968169727845,-0.10893581581052476,9.759692297055969
51,00.819.858/0001-82,FI,WESTERN ASSET RF ATIVO SILVER FIC FI RENDA FIXA,2005-03-15,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,S,N,Público Geral,0.0,,2.45,,WESTERN ASSET MANAGEMENT COMPANY DTVM LIMITADA,WESTERN ASSET MANAGEMENT COMPANY DTVM LIMITADA,0.014430614414829245,0.025768628695918634,0.5600070762444118,-676.3749503156307,1764.4725859196635,0.4988166273925005,-0.011660798867247454,94.15648731264514
52,00.819.875/0001-10,FI,WESTERN ASSET DI RENDA FIXA REFERENCIADO FI,2005-03-16,EM FUNCIONAMENTO NORMAL,Fundo de Renda Fixa,DI de um dia,Aberto,N,N,Público Geral,0.0,,0.15,,WESTERN ASSET MANAGEMENT COMPANY DTVM LIMITADA,WESTERN ASSET MANAGEMENT COMPANY DTVM LIMITADA,0.04634843767999681,0.0022069446148352367,21.00117844754207,-7667.874899826797,3416.3485310914257,97.73912409997514,-1.0199352541749943e-05,104518.59889835936
